CC,LCOM5,WMC,CBO,RFC,DIT,NOC,LOC,NPM,isExistBug,project
0,1,3,11,19,0,0,66,3,0,Github_mct17
0,1,1,2,1,2,0,5,5,0,Github_mct17
0,0,2,4,5,2,0,10,11,0,Github_mct17
0,1,1,3,2,1,0,6,1,0,Github_mct17
0,1,16,3,8,1,0,114,7,0,Github_mct17
0,2,4,4,8,1,0,29,5,0,Github_mct17
0,1,5,9,15,1,0,33,5,0,Github_mct17
0,3,12,6,11,2,2,66,6,0,Github_mct17
0,2,4,3,4,1,0,24,4,0,Github_mct17
0,3,4,3,8,1,0,30,5,0,Github_mct17
0,1,1,3,2,1,0,8,1,0,Github_mct17
0,1,8,6,11,1,0,47,5,0,Github_mct17
0,1,10,14,25,1,0,64,5,0,Github_mct17
0.181384,1,22,17,34,1,2,118,5,0,Github_mct17
1,1,1,1,2,0,0,5,1,0,Github_mct17
0.33888,2,7,13,22,0,0,126,4,0,Github_mct17
1,3,5,3,4,2,0,22,5,0,Github_mct17
1,3,5,3,4,2,0,22,5,0,Github_mct17
1,1,1,0,1,0,0,6,1,0,Github_mct17
0,1,1,3,2,1,0,5,1,0,Github_mct17
0.151862,1,23,21,35,1,0,142,5,0,Github_mct17
0,2,5,4,9,1,0,34,5,0,Github_mct17
0,2,6,1,8,0,0,32,5,0,Github_mct17
0,1,3,2,6,0,0,21,3,0,Github_mct17
0,2,4,3,8,0,0,54,4,0,Github_mct17
0,0,1,3,1,2,0,9,5,0,Github_mct17
0,0,1,2,1,2,0,6,5,0,Github_mct17
0,0,1,3,1,2,0,8,5,0,Github_mct17
0,1,6,1,8,0,0,44,4,0,Github_mct17
0,2,3,6,9,0,0,52,3,0,Github_mct17
0,0,1,2,1,3,0,6,6,0,Github_mct17
0,0,1,3,1,3,0,14,6,0,Github_mct17
0,1,1,1,1,0,0,9,1,0,Github_mct17
0,1,4,2,11,0,0,29,4,0,Github_mct17
0,1,4,3,9,0,0,37,3,0,Github_mct17
0.162602,2,7,9,18,0,0,58,5,0,Github_mct17
1,0,3,1,3,1,0,20,3,0,Github_mct17
0,0,2,2,2,2,0,13,5,0,Github_mct17
0,2,4,4,8,1,0,29,5,0,Github_mct17
0,1,11,17,28,1,0,67,5,0,Github_mct17
0,3,6,4,10,1,1,40,5,0,Github_mct17
0,1,10,5,9,1,3,39,5,0,Github_mct17
0.950704,0,3,0,2,0,0,64,2,1,Github_mct17
1,1,1,0,1,0,0,8,1,0,Github_mct17
0,1,8,3,10,0,0,56,4,0,Github_mct17
0,0,1,2,1,1,0,3,2,0,Github_mct17
0,0,1,2,1,1,0,3,2,0,Github_mct17
0.950704,0,3,0,2,0,0,64,2,1,Github_mct17
1,1,1,0,1,0,0,8,1,0,Github_mct17
0.345238,2,4,7,10,1,0,78,3,0,Github_mct17
1,2,8,4,10,0,0,37,3,0,Github_mct17
0,1,2,2,3,0,0,7,1,0,Github_mct17
0.415842,1,4,4,7,0,0,97,2,0,Github_mct17
1,2,8,4,10,0,0,38,3,0,Github_mct17
1,1,2,2,3,0,0,10,1,0,Github_mct17
0,1,2,3,5,0,0,28,1,0,Github_mct17
1,1,1,0,1,0,0,8,1,0,Github_mct17
0,0,3,1,4,1,0,15,48,0,Github_mct17
0.421277,0,2,1,3,0,0,60,2,0,Github_mct17
1,1,1,1,1,0,0,12,1,0,Github_mct17
1,1,1,0,1,0,0,8,1,0,Github_mct17
0.681818,1,5,5,7,0,0,129,2,0,Github_mct17
1,2,8,4,10,0,0,39,3,0,Github_mct17
1,1,2,2,3,0,0,10,1,0,Github_mct17
0,1,2,3,5,0,0,26,1,0,Github_mct17
1,1,1,0,1,0,0,8,1,0,Github_mct17
0,2,16,1,3,0,0,49,3,0,Github_mct17
0,1,1,4,3,0,0,7,1,0,Github_mct17
0,1,5,3,1,0,0,33,1,0,Github_mct17
0,0,0,1,0,1,0,2,45,0,Github_mct17
0,2,6,2,10,0,0,43,5,0,Github_mct17
0,0,0,0,0,0,0,36,0,0,Github_mct17
0,3,4,2,5,1,0,22,5,0,Github_mct17
0,2,8,6,10,1,0,42,5,0,Github_mct17
0,3,19,0,8,0,0,132,7,0,Github_mct17
0.0153257,2,16,1,16,0,0,165,10,0,Github_mct17
0,0,2,0,2,0,0,30,2,0,Github_mct17
0,3,15,6,18,2,2,81,39,0,Github_mct17
0,1,1,3,1,0,0,10,1,0,Github_mct17
0,2,5,3,7,0,0,26,3,0,Github_mct17
0,0,1,2,2,2,0,12,33,0,Github_mct17
0,3,8,6,12,3,2,52,25,0,Github_mct17
0,1,44,14,44,2,0,263,19,0,Github_mct17
0,1,1,0,1,0,0,6,1,0,Github_mct17
0,1,1,0,1,0,0,7,1,0,Github_mct17
0,1,5,4,4,0,0,46,2,0,Github_mct17
0,1,1,2,2,1,0,6,1,0,Github_mct17
0,1,6,6,8,0,0,42,1,0,Github_mct17
0,0,4,6,12,0,0,27,2,0,Github_mct17
0.0160794,1,32,23,43,2,0,306,45,0,Github_mct17
0,4,6,2,5,0,0,40,4,0,Github_mct17
0,3,4,5,6,0,0,26,3,0,Github_mct17
0,1,25,8,17,0,0,115,3,0,Github_mct17
0,1,2,1,2,0,0,20,1,0,Github_mct17
0,0,9,4,3,0,0,55,2,0,Github_mct17
0,2,5,5,9,0,0,48,2,0,Github_mct17
0,1,2,1,2,0,0,12,1,0,Github_mct17
0,2,4,4,8,0,0,29,0,0,Github_mct17
0,1,6,2,2,0,0,31,1,0,Github_mct17
0.0594185,4,34,18,31,0,1,220,4,0,Github_mct17
0,1,1,2,3,0,0,7,1,0,Github_mct17
0,0,1,0,1,0,0,7,1,0,Github_mct17
0,1,1,0,1,0,0,8,1,0,Github_mct17
0,1,2,3,3,0,0,11,1,0,Github_mct17
0.223697,2,19,13,31,0,0,218,10,0,Github_mct17
0,1,3,3,4,1,0,18,6,0,Github_mct17
0,1,8,6,7,0,0,67,3,0,Github_mct17
0.115806,2,45,14,54,0,0,353,7,0,Github_mct17
0.92804,2,12,1,2,0,0,78,2,0,Github_mct17
0,1,10,6,12,0,0,54,4,0,Github_mct17
0.0193271,2,35,14,34,2,1,215,43,0,Github_mct17
0,1,4,2,1,0,0,13,1,0,Github_mct17
0,1,10,8,10,0,0,40,1,0,Github_mct17
0.482143,2,4,3,6,0,0,23,3,0,Github_mct17
0,1,8,2,5,0,0,68,3,0,Github_mct17
0,1,1,1,1,0,0,7,1,0,Github_mct17
0,1,2,2,4,1,0,18,2,0,Github_mct17
0,1,13,7,12,0,2,67,4,0,Github_mct17
0,1,9,7,13,0,0,62,2,0,Github_mct17
0.1812,4,39,17,61,4,6,226,33,0,Github_mct17
0,1,4,5,6,0,0,39,1,0,Github_mct17
0,1,7,1,8,0,0,57,5,0,Github_mct17
0,1,16,9,13,0,0,105,5,0,Github_mct17
0,1,3,2,2,0,0,12,1,0,Github_mct17
0,1,1,0,1,0,0,8,1,0,Github_mct17
0,1,4,4,4,0,0,15,1,0,Github_mct17
0,1,5,1,3,0,0,26,2,0,Github_mct17
0,1,12,0,6,0,0,94,4,0,Github_mct17
0,1,1,0,1,0,0,6,1,0,Github_mct17
0,3,3,1,3,0,0,19,3,0,Github_mct17
0,0,1,1,2,1,0,6,46,0,Github_mct17
0,0,3,2,4,0,0,20,2,0,Github_mct17
0,1,11,3,13,1,0,72,7,0,Github_mct17
0,3,5,5,12,0,0,71,4,0,Github_mct17
0,1,1,0,1,0,0,9,1,0,Github_mct17
0,2,5,2,5,1,0,31,5,0,Github_mct17
0,1,9,8,17,0,0,64,1,0,Github_mct17
0,1,1,1,2,0,0,7,1,0,Github_mct17
0,1,1,1,3,0,0,5,1,0,Github_mct17
0,1,4,4,9,0,0,39,3,0,Github_mct17
0,0,1,2,1,1,0,3,2,0,Github_mct17
0,0,1,2,1,1,0,3,2,0,Github_mct17
0,3,21,10,22,4,0,127,27,0,Github_mct17
0,0,0,0,0,0,0,3,0,0,Github_mct17
0,2,25,17,38,0,0,195,7,0,Github_mct17
0,0,1,3,2,5,0,7,34,0,Github_mct17
0,0,1,3,2,2,0,6,33,0,Github_mct17
0.0921502,2,17,17,43,0,0,130,8,0,Github_mct17
1,0,3,1,3,1,0,20,3,0,Github_mct17
0.360866,3,18,22,36,0,0,172,6,0,Github_mct17
0,1,1,1,1,0,0,7,1,0,Github_mct17
0,1,2,4,3,3,0,11,41,0,Github_mct17
0,1,6,3,6,2,0,28,36,0,Github_mct17
0,0,2,3,3,3,0,10,45,0,Github_mct17
0,1,2,1,3,1,0,13,2,0,Github_mct17
0,1,2,3,3,3,0,10,41,0,Github_mct17
0,2,5,2,5,1,0,29,5,0,Github_mct17
0,1,5,1,7,0,0,41,2,0,Github_mct17
0,1,2,6,6,0,0,53,2,0,Github_mct17
0,1,2,4,3,1,0,12,5,0,Github_mct17
0,0,1,3,2,2,0,8,33,0,Github_mct17
0,1,2,4,3,1,0,10,5,0,Github_mct17
0.573248,1,8,2,7,0,0,47,3,0,Github_mct17
0,0,1,3,2,5,0,7,34,0,Github_mct17
0,1,10,9,18,0,0,84,7,0,Github_mct17
0,1,3,1,4,1,0,15,2,0,Github_mct17
0,0,0,1,0,2,0,3,32,0,Github_mct17
0.111111,1,8,11,18,0,0,89,4,0,Github_mct17
0,0,2,2,3,5,0,12,35,0,Github_mct17
0,1,26,6,22,0,0,130,7,0,Github_mct17
0,1,9,0,5,0,0,103,5,0,Github_mct17
0.285714,2,9,1,13,0,0,125,6,0,Github_mct17
0.0829268,1,23,28,40,0,0,333,11,0,Github_mct17
0,0,2,2,3,5,0,12,35,0,Github_mct17
0,0,1,5,2,2,0,8,8,0,Github_mct17
0,0,0,0,0,0,0,6,0,0,Github_mct17
0,2,10,6,14,0,0,55,3,0,Github_mct17
0.207782,3,47,24,42,0,0,234,7,0,Github_mct17
0.878788,2,2,1,3,0,0,13,0,0,Github_mct17
1,1,1,1,2,0,0,5,1,0,Github_mct17
0,1,1,2,2,0,0,5,1,0,Github_mct17
1,2,2,1,3,0,0,12,0,0,Github_mct17
1,1,1,1,2,0,0,5,1,0,Github_mct17
1,2,2,1,3,0,0,11,0,0,Github_mct17
1,1,1,1,2,0,0,5,1,0,Github_mct17
0.189655,1,19,14,23,0,0,95,3,0,Github_mct17
0,1,6,0,6,0,0,42,3,0,Github_mct17
0,1,5,0,5,0,0,30,3,0,Github_mct17
0,2,4,13,15,1,0,29,9,0,Github_mct17
0,3,6,8,15,2,0,36,6,0,Github_mct17
0,1,14,15,28,0,0,88,2,0,Github_mct17
0,2,3,14,15,0,0,44,3,0,Github_mct17
0,3,4,4,6,1,0,24,5,0,Github_mct17
0,0,3,3,4,5,0,18,36,0,Github_mct17
0,3,4,2,4,1,0,19,4,0,Github_mct17
0,4,5,5,8,1,0,28,9,0,Github_mct17
0,4,5,4,8,1,0,32,9,0,Github_mct17
0,2,3,2,5,0,0,27,2,0,Github_mct17
0,4,5,4,8,1,0,42,9,0,Github_mct17
0,1,1,9,11,0,0,41,1,0,Github_mct17
0,3,4,2,5,1,0,22,5,0,Github_mct17
0.420578,4,14,26,26,0,0,119,5,0,Github_mct17
1,0,3,1,3,1,0,20,3,0,Github_mct17
0,0,1,1,1,2,0,7,46,0,Github_mct17
0,0,1,2,2,5,0,8,34,0,Github_mct17
0,2,7,4,8,1,0,35,5,0,Github_mct17
0,2,5,3,7,1,0,29,5,0,Github_mct17
0,3,5,2,6,1,0,25,5,0,Github_mct17
0,3,7,6,10,2,0,46,6,0,Github_mct17
0,3,5,4,4,1,0,32,4,0,Github_mct17
0,2,5,3,7,1,0,29,5,0,Github_mct17
0,2,3,4,6,1,0,22,9,0,Github_mct17
0,2,3,2,4,1,0,22,9,0,Github_mct17
0,2,3,4,6,1,0,24,9,0,Github_mct17
0,2,4,8,11,1,0,29,9,0,Github_mct17
0,2,6,10,14,0,0,28,1,0,Github_mct17
0,1,1,0,1,0,0,10,1,0,Github_mct17
0,2,3,5,6,1,0,65,9,0,Github_mct17
0,2,3,5,6,1,0,26,9,0,Github_mct17
0,2,3,4,6,1,0,33,9,0,Github_mct17
0,2,3,4,6,1,0,19,9,0,Github_mct17
0.512821,2,17,7,18,2,0,69,6,0,Github_mct17
0.571429,1,6,5,10,0,0,36,2,0,Github_mct17
0,2,6,6,10,1,0,32,9,0,Github_mct17
0.699301,3,10,6,14,2,0,54,6,0,Github_mct17
0.623853,1,5,5,10,0,0,31,2,0,Github_mct17
0,2,4,7,11,1,0,30,9,0,Github_mct17
0,1,3,0,1,0,0,24,1,0,Github_mct17
0.709924,2,4,4,7,0,0,40,3,0,Github_mct17
1,0,3,3,3,1,0,17,3,0,Github_mct17
0.709924,2,4,4,7,0,0,40,3,0,Github_mct17
1,0,3,3,3,1,0,17,3,0,Github_mct17
0,1,8,2,4,0,0,44,3,0,Github_mct17
0,0,3,1,1,0,0,16,1,0,Github_mct17
0,0,1,1,2,0,0,17,1,0,Github_mct17
0,2,5,0,5,0,0,31,4,0,Github_mct17
0.293878,2,26,0,25,0,0,333,24,0,Github_mct17
0,0,0,0,0,0,0,24,0,0,Github_mct17
0,1,3,4,7,0,0,33,1,0,Github_mct17
0,1,5,0,2,0,0,51,1,0,Github_mct17
0,0,3,1,4,1,1,16,48,0,Github_mct17
0,1,2,15,17,0,0,55,2,0,Github_mct17
0,0,1,3,2,2,0,7,33,0,Github_mct17
0,4,10,20,29,0,0,81,10,0,Github_mct17
0,0,1,1,2,1,0,5,46,0,Github_mct17
0,0,1,4,3,2,0,13,8,0,Github_mct17
0,0,5,1,4,1,0,28,4,0,Github_mct17
0,1,3,1,2,0,0,20,1,0,Github_mct17
0,4,13,1,6,0,0,107,5,0,Github_mct17
0,1,1,0,1,0,0,5,1,0,Github_mct17
0,1,1,0,1,0,0,5,1,0,Github_mct17
0,1,1,0,1,0,0,5,1,0,Github_mct17
0,0,1,1,1,1,0,3,2,0,Github_mct17
0,1,1,0,1,0,0,5,1,0,Github_mct17
0,0,1,1,1,1,0,3,2,0,Github_mct17
0,0,3,0,3,0,0,15,3,0,Github_mct17
0,3,4,2,5,1,0,21,5,0,Github_mct17
0,0,2,2,5,1,0,13,47,0,Github_mct17
0,1,2,0,1,0,0,22,1,0,Github_mct17
0,0,2,1,2,1,1,22,3,0,Github_mct17
0,1,3,4,6,0,0,37,2,0,Github_mct17
0,1,3,3,7,1,0,17,3,0,Github_mct17
0,3,6,6,23,0,0,58,5,0,Github_mct17
0,1,8,0,3,0,0,44,2,0,Github_mct17
0,5,13,12,32,0,0,150,7,0,Github_mct17
0,0,3,2,3,1,0,18,3,0,Github_mct17
0,0,4,2,3,1,0,21,3,0,Github_mct17
0,1,1,1,1,1,0,7,1,0,Github_mct17
0,0,25,1,27,0,0,187,14,0,Github_mct17
0,1,9,7,19,2,0,79,9,0,Github_mct17
0,1,3,8,8,1,0,19,1,0,Github_mct17
0,5,10,6,18,0,0,68,6,0,Github_mct17
0,1,4,8,13,0,0,51,3,0,Github_mct17
0,1,1,2,1,1,0,7,1,0,Github_mct17
0,1,1,2,1,1,0,7,1,0,Github_mct17
0,1,31,11,27,1,0,185,5,0,Github_mct17
0,1,2,2,4,0,0,12,1,0,Github_mct17
0,1,43,7,26,0,0,250,2,0,Github_mct17
0,0,1,1,1,0,0,11,1,0,Github_mct17
0,1,1,3,2,0,0,7,1,0,Github_mct17
0.39521,4,13,3,16,0,0,93,8,0,Github_mct17
0,1,7,2,7,0,0,53,3,0,Github_mct17
0,1,3,1,3,0,0,16,3,0,Github_mct17
0,2,2,2,5,0,0,20,2,0,Github_mct17
0.260586,4,21,14,24,1,0,114,61,0,Github_mct17
1,0,3,3,3,2,0,18,2,0,Github_mct17
0,0,5,7,6,2,0,36,12,0,Github_mct17
0,2,5,7,13,0,0,37,5,0,Github_mct17
0,1,3,6,23,0,0,42,3,0,Github_mct17
0.550442,1,3,5,10,1,0,97,2,0,Github_mct17
0.256098,2,8,1,5,0,0,32,3,0,Github_mct17
0.22069,1,12,5,14,1,0,66,6,0,Github_mct17
0,0,3,0,3,0,0,26,3,0,Github_mct17
0,2,19,5,12,2,0,107,9,0,Github_mct17
0,2,16,7,15,1,0,76,7,0,Github_mct17
0,0,3,1,3,1,0,16,5,0,Github_mct17
0.26257,2,12,5,12,1,4,65,5,0,Github_mct17
0,1,4,6,9,1,0,33,5,0,Github_mct17
0,1,4,6,9,1,0,36,5,0,Github_mct17
0,1,4,6,9,1,0,34,5,0,Github_mct17
0,1,4,6,9,1,0,33,5,0,Github_mct17
0,1,4,6,9,1,0,33,5,0,Github_mct17
0,1,4,6,9,1,0,36,5,0,Github_mct17
0,2,3,13,8,1,0,37,9,0,Github_mct17
0,3,5,7,10,2,0,32,6,0,Github_mct17
0,2,10,8,14,1,0,61,5,0,Github_mct17
0,2,3,6,8,1,0,26,9,0,Github_mct17
0.130952,3,4,7,10,2,0,35,6,0,Github_mct17
0.170543,3,12,7,14,1,0,50,5,0,Github_mct17
0.176,3,12,7,14,1,0,50,5,0,Github_mct17
0,1,3,4,7,2,0,20,6,0,Github_mct17
0,1,3,4,7,2,0,19,6,0,Github_mct17
0,2,3,9,8,1,0,34,9,0,Github_mct17
0,1,3,4,7,2,0,18,6,0,Github_mct17
0,1,3,4,7,2,0,19,6,0,Github_mct17
0,1,6,5,11,1,0,40,5,0,Github_mct17
0,3,10,9,12,2,0,62,6,0,Github_mct17
0,3,8,7,12,1,0,36,5,0,Github_mct17
0,2,3,6,8,1,0,28,9,0,Github_mct17
0,1,2,8,11,0,0,46,2,0,Github_mct17
0,0,1,2,1,3,0,6,62,0,Github_mct17
0,3,17,3,8,0,0,57,2,0,Github_mct17
0.265537,2,10,5,11,1,0,50,5,0,Github_mct17
0,1,5,5,10,1,0,34,5,0,Github_mct17
0,2,7,5,9,1,0,37,5,0,Github_mct17
0,1,6,5,11,1,0,40,5,0,Github_mct17
0,2,3,6,8,1,0,28,9,0,Github_mct17
0,0,2,0,2,0,1,5,0,0,Github_mct17
0,1,3,1,2,1,1,18,0,0,Github_mct17
0,2,72,10,47,1,0,396,14,0,Github_mct17
0,3,3,2,4,1,0,17,3,0,Github_mct17
0,1,1,0,1,0,0,6,1,0,Github_mct17
0,1,6,2,9,0,0,44,4,0,Github_mct17
0,1,3,1,5,0,0,28,3,0,Github_mct17
0,1,5,1,4,2,0,29,0,0,Github_mct17
0.40625,1,20,1,10,0,0,106,3,0,Github_mct17
0,1,9,1,8,0,0,56,2,0,Github_mct17
0,1,6,0,6,0,0,25,6,0,Github_mct17
0,1,26,22,35,1,0,156,18,0,Github_mct17
0,1,4,5,8,0,0,51,4,0,Github_mct17
0,0,0,2,0,1,0,1,0,0,Github_mct17
0.276498,0,1,1,1,0,0,71,1,0,Github_mct17
0,1,1,0,1,0,0,8,1,0,Github_mct17
1,1,1,0,1,0,0,8,1,0,Github_mct17
0,0,3,2,3,0,0,16,1,0,Github_mct17
0,1,6,3,5,1,0,26,3,0,Github_mct17
0,0,1,2,5,1,0,10,46,0,Github_mct17
0,1,20,34,61,0,0,207,1,0,Github_mct17
0,1,1,2,4,0,0,6,1,0,Github_mct17
0,3,3,2,3,1,0,14,3,0,Github_mct17
0,3,5,11,18,1,0,35,3,0,Github_mct17
0,3,3,3,5,1,0,19,3,0,Github_mct17
0,1,5,48,15,0,0,74,0,0,Github_mct17
0,1,3,1,3,0,0,30,3,0,Github_mct17
0,1,3,1,3,0,0,15,3,0,Github_mct17
0.134247,2,17,14,19,1,0,99,17,0,Github_mct17
0,1,1,3,2,1,0,7,1,0,Github_mct17
0.4,4,6,3,6,1,0,34,6,0,Github_mct17
0.466667,4,6,5,6,2,0,40,6,0,Github_mct17
0.100719,8,19,4,19,2,0,122,19,0,Github_mct17
0,1,3,1,3,0,0,30,3,0,Github_mct17
0,3,3,2,6,0,0,24,3,0,Github_mct17
0,1,22,3,17,0,0,117,9,0,Github_mct17
0,2,4,4,9,0,0,34,1,0,Github_mct17
0,0,0,1,0,1,0,2,45,0,Github_mct17
0,0,8,1,8,0,0,71,7,0,Github_mct17
0,0,6,0,4,0,0,63,4,0,Github_mct17
0,0,3,0,3,0,0,47,3,0,Github_mct17
0,1,17,8,18,1,0,80,3,0,Github_mct17
0,1,4,7,10,0,0,71,4,0,Github_mct17
0,0,1,2,1,3,0,6,9,0,Github_mct17
0,0,1,2,1,3,0,6,9,0,Github_mct17
0,0,1,4,2,2,2,7,8,0,Github_mct17
0,1,1,4,2,1,0,6,1,0,Github_mct17
0,0,2,1,2,0,0,19,2,0,Github_mct17
0,1,40,17,48,2,2,267,11,0,Github_mct17
0,0,9,8,16,1,1,61,9,0,Github_mct17
0,0,2,1,10,1,0,24,16,0,Github_mct17
0,1,9,3,9,3,0,51,17,0,Github_mct17
0,2,11,21,32,0,0,181,10,0,Github_mct17
0,0,0,1,0,1,0,2,45,0,Github_mct17
0,0,1,1,1,3,0,7,11,0,Github_mct17
0,0,1,2,1,2,0,6,49,0,Github_mct17
0,0,1,2,1,3,0,6,10,0,Github_mct17
0,0,1,3,2,2,0,7,33,0,Github_mct17
0,0,0,1,0,1,0,2,45,0,Github_mct17
0,0,3,3,3,2,1,20,9,0,Github_mct17
0,0,1,3,2,2,0,7,33,0,Github_mct17
0,0,1,3,2,2,0,7,33,0,Github_mct17
0,0,1,3,2,2,0,7,33,0,Github_mct17
0,0,4,0,4,0,0,23,4,0,Github_mct17
0,1,2,1,7,0,0,32,2,0,Github_mct17
0,0,6,1,6,0,0,76,6,0,Github_mct17
0,0,2,1,2,0,0,26,2,0,Github_mct17
0,0,4,1,4,0,0,58,4,0,Github_mct17
0,0,1,0,1,0,0,14,1,0,Github_mct17
0,0,2,1,2,0,0,27,2,0,Github_mct17
0,0,1,3,2,2,0,8,33,0,Github_mct17
0.20339,2,9,13,23,0,0,73,3,0,Github_mct17
1,0,3,1,3,1,0,20,3,0,Github_mct17
0,1,6,2,5,0,0,28,3,0,Github_mct17
0,1,2,3,4,0,0,24,2,0,Github_mct17
0,1,3,2,2,0,0,14,1,0,Github_mct17
0,1,3,1,3,1,0,17,3,0,Github_mct17
0,1,3,1,3,0,0,16,2,0,Github_mct17
0,0,4,0,4,0,3,50,4,0,Github_mct17
0,0,0,0,0,0,0,18,0,0,Github_mct17
0,0,7,8,7,1,18,39,7,0,Github_mct17
0,4,4,2,4,1,1,20,4,0,Github_mct17
0,0,0,0,0,0,0,12,0,0,Github_mct17
0,1,20,3,17,0,1,174,14,0,Github_mct17
0,0,2,2,2,0,6,18,2,0,Github_mct17
0,0,5,1,5,0,0,60,5,0,Github_mct17
0,1,4,0,2,0,0,29,2,0,Github_mct17
0,1,27,5,19,0,2,182,13,0,Github_mct17
0,1,1,2,2,0,0,5,1,0,Github_mct17
0,6,6,6,14,0,0,54,6,0,Github_mct17
0,0,0,1,0,2,0,4,32,0,Github_mct17
0,0,1,3,2,2,0,7,33,0,Github_mct17
0,1,11,5,13,0,0,80,2,0,Github_mct17
0,1,2,2,3,1,0,11,1,0,Github_mct17
0,0,1,0,1,0,1,5,0,0,Github_mct17
0.172608,1,10,4,21,0,0,146,9,0,Github_mct17
0,1,2,0,2,0,0,16,2,0,Github_mct17
0,2,8,5,18,0,0,83,6,0,Github_mct17
0,0,11,2,12,0,0,70,7,0,Github_mct17
0,0,2,2,2,0,0,20,2,0,Github_mct17
0,2,24,5,26,0,0,288,4,0,Github_mct17
0,0,4,1,4,0,0,26,4,0,Github_mct17
0,1,2,2,4,0,0,17,2,0,Github_mct17
0,1,3,1,3,0,0,17,2,0,Github_mct17
0,1,1,2,5,0,0,12,1,0,Github_mct17
0,1,3,2,8,0,0,37,3,0,Github_mct17
0,1,15,2,18,0,0,136,11,0,Github_mct17
0,0,14,1,14,0,0,131,10,0,Github_mct17
0,0,3,0,3,0,9,15,3,0,Github_mct17
0,1,10,1,14,0,0,86,10,0,Github_mct17
0,0,4,0,4,0,0,43,4,0,Github_mct17
0,0,4,1,3,1,0,31,3,0,Github_mct17
0,1,1,1,3,0,0,8,1,0,Github_mct17
0,1,3,1,3,1,0,22,3,0,Github_mct17
0,0,2,0,2,0,0,24,2,0,Github_mct17
0,2,2,1,3,0,0,17,2,0,Github_mct17
0,2,2,2,4,0,0,19,2,0,Github_mct17
0,1,31,3,19,1,0,157,7,0,Github_mct17
0,1,4,3,14,0,0,89,4,0,Github_mct17
0,1,6,3,8,0,0,47,1,0,Github_mct17
0,1,4,1,1,0,0,13,1,0,Github_mct17
0,1,3,3,3,0,0,25,1,0,Github_mct17
0,1,6,1,7,0,0,33,5,0,Github_mct17
0,1,8,0,5,0,0,42,4,0,Github_mct17
0,1,4,1,8,0,0,43,4,0,Github_mct17
0,0,3,7,7,2,0,29,10,0,Github_mct17
0,1,4,6,10,0,0,26,4,0,Github_mct17
0,1,4,4,7,0,0,41,4,0,Github_mct17
0,0,0,1,0,1,0,1,0,0,Github_mct17
0,0,0,0,0,0,0,1,0,0,Github_mct17
0,1,5,0,3,0,0,59,3,0,Github_mct17
0.121762,1,18,9,15,0,0,107,4,0,Github_mct17
0,1,5,2,9,0,0,39,4,0,Github_mct17
0,1,6,1,4,0,0,34,4,0,Github_mct17
0.293878,2,26,0,25,0,0,333,24,0,Github_mct17
0,2,2,3,18,0,0,54,2,0,Github_mct17
0,1,3,1,3,0,0,11,1,0,Github_mct17
0,1,1,1,2,0,0,6,1,0,Github_mct17
0.0755712,2,25,1,49,0,0,282,24,0,Github_mct17
0,1,3,0,3,0,0,25,3,0,Github_mct17
0,1,2,1,5,0,0,27,2,0,Github_mct17
0.106897,2,264,17,135,0,0,1543,103,1,Github_mct17
0,1,1,1,2,0,0,10,1,0,Github_mct17
0,1,3,2,7,0,0,11,1,0,Github_mct17
0,1,1,2,2,1,0,7,1,0,Github_mct17
0,1,1,2,2,1,0,6,1,0,Github_mct17
0,0,2,1,3,0,0,13,2,0,Github_mct17
0.632153,0,16,5,16,0,0,52,1,0,Github_mct17
0.64624,0,15,5,16,0,0,57,1,0,Github_mct17
0,0,1,1,1,0,0,21,1,0,Github_mct17
0,1,1,1,1,0,0,9,1,0,Github_mct17
0,1,3,3,6,1,0,7,1,0,Github_mct17
0,5,10,1,6,0,0,48,5,0,Github_mct17
0,1,5,1,1,0,0,28,1,0,Github_mct17
0,2,2,5,7,0,0,79,1,0,Github_mct17
0,3,9,1,9,1,0,54,28,0,Github_mct17
0,1,1,1,3,0,0,6,1,0,Github_mct17
0,1,1,1,3,0,0,6,1,0,Github_mct17
0,1,1,1,2,0,0,6,1,0,Github_mct17
0,1,17,8,32,0,0,190,9,0,Github_mct17
0,1,3,1,3,1,0,20,3,0,Github_mct17
0,1,5,1,9,0,0,47,3,0,Github_mct17
0,1,2,1,1,0,0,8,1,0,Github_mct17
0,1,11,1,5,1,0,84,9,0,Github_mct17
0,1,3,2,4,0,0,60,2,0,Github_mct17
0,2,21,0,8,0,0,127,8,0,Github_mct17
0,1,5,1,10,0,0,69,5,0,Github_mct17
0.543757,1,40,4,23,1,1,282,7,0,Github_mct17
0,1,14,6,26,0,0,228,9,0,Github_mct17
0,2,12,3,16,1,0,83,31,0,Github_mct17
0,4,67,14,73,1,0,441,49,0,Github_mct17
0,0,3,0,3,0,0,24,3,0,Github_mct17
0.162482,1,60,7,44,0,5,496,27,0,Github_mct17
1,0,2,2,4,1,0,15,2,0,Github_mct17
1,0,2,2,4,1,0,15,2,0,Github_mct17
0,1,1,2,2,1,0,6,1,0,Github_mct17
0,1,1,0,1,0,2,12,0,0,Github_mct17
0,1,6,4,16,0,0,60,6,0,Github_mct17
0,0,3,0,3,0,0,19,3,0,Github_mct17
0,2,9,4,13,1,0,58,28,0,Github_mct17
0,3,14,3,12,1,0,78,30,0,Github_mct17
0,5,5,0,5,0,1,28,5,0,Github_mct17
